Date,0,1,2,3,4,5,6,7,8,9
2005-04-19,-6.967002381011392,-0.13850202996080535,-0.42221094206317966,-1.0227149464043177,0.5462115581579883,0.0034050367209732535,0.005126533073627509,0.14910295342803392,0.2361245467348585,0.017371906658957936
2005-04-20,-7.020152661782672,0.14477748707052468,-0.051451376995871545,-0.9429214515561224,0.3646373370962337,-0.06922024111821479,0.08008403491863522,0.2447728054913405,0.08083731231284341,0.040052598870642386
2005-04-21,-7.017621878771912,-0.04995383120962976,-0.3211816693057994,-0.9985768014253802,0.4366040776769169,0.029403056796131644,0.00527623269722563,0.2258583727718082,0.17027612297172778,-0.06052749170652838
2005-04-22,-7.037549162619651,-0.10753729437283904,-0.3114206183501218,-1.014401175939422,0.40349868234810193,-0.036538383901077776,-0.07700650926003036,0.2044664048787861,0.16804995817830237,-0.18289046538905074
2005-04-25,-7.026075586485261,-0.3591585806298894,-0.6714819181496017,-1.0571209917725706,0.4770386207197781,0.0530131530399256,-0.14342643989085968,0.12100328346992839,0.27584901128991746,-0.3119884496475496
2005-04-26,-7.0581868306611275,-0.2324380978097894,-0.4516122374620122,-0.99107192792885,0.3123707346518807,-0.03716999053482972,-0.09361093594888362,0.10555146564371753,0.21754952989926934,-0.26932293652321876
2005-04-27,-7.093001523702382,-0.23394402545673737,-0.31674456579469723,-1.0212436820689437,0.30418512000012,-0.010121623935917423,-0.0403425194821555,0.10972753528018231,0.18979531705905117,-0.22806810993068483
2005-04-28,-7.141214362536694,-0.26829885751969323,-0.35431945728805303,-0.9813444148412636,0.3250310157956018,-0.042771142258700046,-0.07091391212383052,0.11738329237405987,0.3224432578946783,-0.16318231556551832
2005-04-29,-7.198265645523866,-0.1322870114440703,-0.10329287982887525,-0.8860359156773421,0.2155221493957975,-0.12372061311120053,-0.0014661970167024196,0.12799268894900484,0.26976695452843247,-0.12078455344605987
2005-05-02,-7.2149953808680864,-0.20733840696968425,-0.6209910558604479,-0.7737239534410101,0.32758352262691126,0.003236111953660803,-0.06616013985455996,0.14147113151513935,0.4469373052187966,-0.09668442352410045
2005-05-03,-7.302697320151392,0.14000661096236094,-0.39017198157428634,-0.6195101496973181,0.2320638321439943,-0.13047948608817395,-0.085721568054725,0.2748412284896631,0.4573238256078964,-0.01516054553756141
2005-05-04,-7.36371195565509,0.15896825148719368,-0.5279476308586073,-0.5610088393159494,0.316237681185084,-0.12318229252883794,-0.1355623522244741,0.36425724334778575,0.4690335473304459,0.010667864339985789
2005-05-05,-7.421429159454164,0.15264810972256496,-0.5280242744533932,-0.47480747880458907,0.28243360155277397,-0.20117163140853878,-0.06581151461981757,0.3078196790184422,0.3500339830774202,0.04282853582421842
2005-05-06,-7.476371289962739,0.08006651659067426,-0.8202555716457964,-0.5264590237791267,0.4305036134011546,-0.2308119122402248,-0.20017249106208385,0.2902673384326544,0.44317745867860303,0.0028356576961274804
2005-05-09,-7.499386420006362,-0.015904144540251852,-1.1493716419688444,-0.5634095943059121,0.509446416963423,-0.19504860196799267,-0.21260441400155144,0.14862388267991422,0.5101404831549683,0.06907288138342016
2005-05-10,-7.555636728084547,0.16762140986862772,-0.9423214433847824,-0.5804655633045748,0.4213443835727064,-0.3100872331543729,-0.17943721921570766,0.1760165081639795,0.2740379046542665,0.17902365329426662
2005-05-11,-7.580774053970847,0.16553458002168037,-0.8525470862710676,-0.6480129248441688,0.3555125421238232,-0.3236493222305543,-0.08660625243118819,0.14231382112465862,0.015260419044441864,0.2597014311682805
2005-05-12,-7.607003569372605,0.15642479371520768,-0.821708678567239,-0.6935342658107091,0.2642202699976939,-0.37974987906250046,-0.04932385049044041,0.06194944169710226,-0.10093603957427888,0.3283948594656243
2005-05-13,-7.621880794136981,0.16414794437313746,-0.8485150876711409,-0.8369956710118633,0.26353894971662584,-0.3528526274922288,-0.11107712669920328,-0.000733712776264106,-0.03406535290692192,0.2299896185715874
2005-05-16,-7.621043012773923,-0.03707946416634522,-1.152654084849637,-0.9013727252778758,0.3240246840672536,-0.21927094325913332,-0.15801653991966702,-0.05652801048220324,0.08981709297617657,0.08527535457873758
2005-05-17,-7.662597782243514,0.05306643594720334,-1.0181233023420875,-0.8485368427435711,0.23281377695464167,-0.24005332575848293,-0.1970009911112981,0.12666353336468772,0.02896479095943505,-0.06428212346613826
2005-05-18,-7.675414628982525,0.009674217461719092,-0.929980200868179,-0.7054550522500875,0.026794116960935366,-0.23096169257498644,-0.12744260327107906,0.22943260319595904,-0.08727228173626589,0.008460041583248534
2005-05-19,-7.6759194605060515,-0.06687381630906136,-1.0195306230152725,-0.6762232554058629,-0.010356386617376145,-0.171796108069024,-0.23050642785371658,0.3198987708943073,0.05721415192986523,-0.00981735010317375
2005-05-20,-7.679995620753433,-0.18826292825765906,-1.1127506918139252,-0.7099818705759584,0.05482697716567353,-0.11494587037445525,-0.4002577099581098,0.3822737933117968,0.25610359861993626,-0.07915109694191913
2005-05-23,-7.699128080958943,-0.12493177304826214,-1.0581212753481266,-0.6046354625334307,-0.007912737834459005,-0.10946078161278994,-0.4549638275324972,0.40031237102306916,0.33210136167218174,-0.14783178366172867
2005-05-24,-7.6898821948689715,-0.15507757051464904,-1.1235292251414253,-0.47353992628319075,-0.1383731204932377,-0.013237819933077155,-0.32230519555098197,0.2600023017161899,0.3888779164482523,-0.03651888765662603
2005-05-25,-7.675752473542514,-0.2970267569841339,-1.1088275997320305,-0.5122741579280214,-0.09475535983988781,0.048615406981153964,-0.2989728605906935,0.23904364422260116,0.28409152242056024,-0.0680135543173429
2005-05-26,-7.689346215708857,-0.40321781484144337,-1.0739296039812478,-0.4914898474587095,-0.09863011203670524,-0.09257300083221498,-0.34135088820478365,0.11812621715331462,0.32941202331867503,0.05074427415924365
2005-05-27,-7.709452831817124,-0.5379350009189328,-1.14158196286783,-0.5803758864743314,0.08679008827083035,-0.1887925258423393,-0.5292621915646492,0.1398108961398803,0.3911394649333291,-0.07374277761361814
2005-05-31,-7.7566256892678584,-0.42259282848189916,-0.9486432108700951,-0.4379802288255781,0.041237615302041064,-0.302455914316198,-0.42018061984774413,0.06934887274617996,0.3492160719863904,-0.0928659999985968
2005-06-01,-7.794707364159031,-0.21281666460016546,-0.7060940859862508,-0.2804392379031513,0.015975991132286982,-0.3078672577410799,-0.31641169775345945,0.13348229194264682,0.13683539361086217,-0.018008379063131907
2005-06-02,-7.794156100871913,-0.537927925458794,-0.9950601671398778,-0.2642664595286148,0.16322181573688788,-0.21191457736973573,-0.20758435415424456,0.06467942684110417,0.17365916524135416,0.09629305333821336
2005-06-03,-7.801079002769213,-0.45310042200736234,-0.7856085038743472,-0.29120741396488725,0.09551550741844173,-0.37985532224259266,-0.278074349463633,0.06108599745639376,0.16276350924689842,0.14885618810925882
2005-06-06,-7.793155041727545,-0.5817803562916462,-0.9277636045334727,-0.40875127681918366,0.31697834200605346,-0.3633160967596947,-0.4756765416848039,0.09440429601477796,0.30789147067578915,-0.045684618985311176
2005-06-07,-7.769124719975062,-0.4214935148040612,-0.7493901251724626,-0.2554671655005212,0.05800333579368866,-0.4430626231886303,-0.3356879185498739,0.031726199842998515,0.20539138208000018,0.04040314462029915
2005-06-08,-7.6940553225157045,-0.4895700733472369,-0.9228553489425402,-0.2616662784892205,0.02497389123743643,-0.24500452673755513,-0.21135898004681605,-0.023300462781832287,0.2163796317408586,0.08632557761107407
2005-06-09,-7.6393900558074135,-0.44423598242742307,-0.7919500064190279,-0.29256770109913877,-0.041883172052024076,-0.2569660980009676,-0.20769261803263137,-0.018351629788065704,0.20779687124861024,0.17337655945596864
2005-06-10,-7.5892571162923534,-0.6182529140420041,-0.910680827063167,-0.34676667664429006,0.03386932340591553,-0.24061381579528973,-0.27074072010999606,-0.08961797878924616,0.32254288576883017,0.15912511316721267
2005-06-13,-7.5299354684163,-0.4844112114226992,-0.7256086859631803,-0.3725112110022386,-0.0306094487586539,-0.24455013600890751,-0.3473950881131824,-0.08238713005246545,0.2822351788973889,0.02230888799802322
2005-06-14,-7.467529650162399,-0.6146106580980708,-0.8662460071636731,-0.30520633605426895,-0.0560323600041821,-0.14050214669888295,-0.24158466114995278,-0.16508664873208412,0.3353885389098621,0.03317112278587564
2005-06-15,-7.412905341311365,-0.5656095629217128,-0.6389762478492171,-0.29554710519321103,-0.12909549064769932,-0.12884956819029192,-0.19184782160902003,-0.08948238609762615,0.19870441771373892,0.059123388140576494
2005-06-16,-7.377409128348788,-0.6615640326453692,-0.5884731972033195,-0.3003608897205523,-0.07271372902745643,-0.16655349424571142,-0.233072804936027,-0.0713973764236937,0.2716453756938262,0.11892072556382427
2005-06-17,-7.3461307642518605,-0.5620238729462513,-0.4274662992641476,-0.2986839928216378,-0.05404105230141054,-0.2700303600816847,-0.3552118101458886,-0.014907878403329633,0.3769123935592207,0.055488134408983925
2005-06-20,-7.2821651944974235,-0.6076440145900666,-0.4935491290896792,-0.2627257864089265,0.02432978677257136,-0.16583819266947808,-0.35731939279493463,-0.023454241505667106,0.4258971683603905,-0.09317105231823952
2005-06-21,-7.234568630716929,-0.5865794994911684,-0.5335588496288799,-0.12082569638033958,0.008686952968219863,-0.09504393390954746,-0.20474196689153495,-0.0468228051886328,0.45660352992527375,-0.0034832522189549575
2005-06-22,-7.171301162988581,-0.521330607448099,-0.48233124447506137,-0.10448689644481135,0.007970286388281345,-0.059170842264433254,-0.19230446271961793,0.025162162527058385,0.38253381167762734,0.12240994913924841
2005-06-23,-7.155173492624748,-0.38416811927233196,-0.26926683550561137,-0.12479404512379055,0.08613974131576363,-0.17443130896965497,-0.25649070997471235,0.06856099273632976,0.3944996648113128,0.17134908564671658
2005-06-24,-7.116048730783491,-0.3511521147957885,-0.2777765437689639,-0.21492083768524672,0.22608040698169596,-0.15502830849042049,-0.27195839663007465,-0.04410545322134496,0.4994065783215498,0.060406754507122185
2005-06-27,-7.0813965897897395,-0.3129451319719479,-0.3476664248927803,-0.19336661781068498,0.29959945392481213,-0.11239846060267933,-0.22520328418244345,-0.1524272604289001,0.5020134410122075,-0.07574526953240601
2005-06-28,-7.026573055659766,-0.34471276817095353,-0.508093147875956,-0.1312941975027755,0.2422788890007319,-0.09069996710960826,-0.10056875220332628,-0.25744601811865087,0.43954866940607173,-0.008352475565210127
2005-06-29,-6.994330767562699,-0.31772763122709624,-0.49236948623586807,-0.17466821479782269,0.28254349164128945,-0.16784969719174514,-0.16576426807537845,-0.15598733736776937,0.3311388284729899,0.04918633464014799
2005-06-30,-6.977160967314722,-0.256815976085388,-0.31018942927625526,-0.2163757803453099,0.29092422522869477,-0.26120793910170104,-0.14248376891275796,-0.16223552462965518,0.24856726264014029,0.14097728354158623
2005-07-01,-6.9335867197593295,-0.17440248419525617,-0.2714765165552748,-0.2555607740892256,0.4089552095793825,-0.152937752702353,-0.2351443705956744,-0.17756912685797932,0.25766798897753507,0.16384342188128376
2005-07-05,-6.880104179392279,-0.06512603619734081,-0.2700330734688632,-0.18744964285538046,0.3042167023040938,-0.10655467748516667,-0.18627031881432074,-0.22462595024201049,0.22612683262329947,0.1412163737854475
2005-07-06,-6.825790533721093,0.04733513681048862,-0.286203768285342,-0.14511105287409043,0.1969033499884949,-0.07489000960368086,-0.15857512022073825,-0.19569198136860555,0.20257325151779826,0.13837400561238067
2005-07-07,-6.796169000111835,0.4076743070480874,0.19423679676653105,-0.19050097405316713,0.06732790622794926,-0.12959192693475297,-0.1262997401255063,-0.11435588271991692,0.08767147405817743,0.05638646771030964
2005-07-08,-6.7283114732793745,0.16191748908201453,-0.1659035366430972,-0.20581516718625847,0.15211461582995467,-0.0632407521970717,-0.23771412237337702,-0.11055308359240446,0.19169527153075405,0.03487728193146922
2005-07-11,-6.6743260727263465,0.12200005081002485,-0.2710759759591368,-0.18337553719274924,0.15786001223209922,-0.02146701201806689,-0.35157725335909457,-0.05531063727805341,0.17706408323739842,-0.04584979784157406
2005-07-12,-6.6503434266484165,0.2326982610507189,-0.26848677219618544,-0.11815773755474623,0.06395589238703092,-0.00974229304374985,-0.34743789117161283,-0.04421208969561485,0.2128674618672477,0.05470970540355513
2005-07-13,-6.640299287376,0.2347369264932273,-0.3568949141145641,-0.1305860575024016,0.1288256964194563,0.07906596109788966,-0.37239438206964925,0.014986351276792043,0.23249121932661465,0.12121328780548835
2005-07-14,-6.649767747506151,0.376089475865933,-0.16579047548928383,-0.0747502686352437,0.035449623374341765,-0.004821749989674995,-0.3739517591952255,0.07025893771898195,0.09721128823978287,0.2546658031456821
2005-07-15,-6.641332617881823,0.3208693090869862,-0.23645407690579523,-0.12089099686077853,0.10690746396150663,0.038360691855303664,-0.38609771654091896,0.029559110701524283,0.09350533535117167,0.20309226163815597
2005-07-18,-6.635213889146057,0.33880300173609534,-0.18374655547935603,-0.12711434215528117,0.12040165698323646,0.04232684711932233,-0.401338765369705,-0.03467977636296382,0.05944016655958162,0.16430286375702335
2005-07-19,-6.638545009323769,0.39117748608311553,-0.14500066080249763,-0.13493475515451303,0.12536276532448687,-0.01892348946342093,-0.4580342829908506,0.019046579373581896,-0.010884047542766062,0.1504152827878129
2005-07-20,-6.648179865963547,0.44090697039728743,-0.05663172057015764,-0.13547214650135952,0.1143343872542899,-0.0636271250699676,-0.46230272518891224,0.0662896259628134,-0.10676538190230644,0.20693924983828094
2005-07-21,-6.673593653790418,0.5855406941333207,0.22656921174973377,-0.10545493313037335,0.0392710940238028,-0.19786781416626242,-0.4643476296725433,0.18002738637296423,-0.3233936123512162,0.1867686949834947
2005-07-22,-6.656564901962671,0.33546592596861435,-0.17557272322074446,-0.13069849378171794,0.17930015180125958,-0.06018276740287698,-0.44051843090738657,0.052782671905777345,-0.1265168226275386,0.17787659681000134
2005-07-25,-6.677632883399952,0.5450408013615745,-0.1028324293070324,-0.09273637098368415,0.1522931625975521,-0.13661608085731647,-0.6005414131502456,0.178515722044557,-0.09702221223200036,0.07117449491681827
2005-07-26,-6.6828377077710055,0.45918687913743206,-0.3168874491447444,-0.03992206730076564,0.20817634259893536,-0.02914328835133073,-0.5197776820457081,0.11799256622292553,0.017294781150504424,0.06529829401569665
2005-07-27,-6.666870910966081,0.45921532195746095,-0.3834535381161839,-0.0005680934279932437,0.15482525349868226,0.003460121800992866,-0.5017983812165168,0.16120155496990218,-0.061789584566904754,-0.009666875369419126
2005-07-28,-6.656467075942787,0.4288566917872243,-0.40498955170869033,0.037210045223251775,0.09029067591258455,-0.05043385030509473,-0.5043308289076476,0.12529985837795277,-0.08479767056392973,0.017276385845956033
2005-07-29,-6.637651440063595,0.4940448879504852,-0.2788228153901082,-0.03507455954029792,0.013353878340964354,-0.14019396618331825,-0.598226800877914,0.10525683081603088,-0.13930315140370064,-0.07649294443670906
2005-08-01,-6.617090288102565,0.46507435569894573,-0.20462025973939024,-0.0435714933898681,0.06673606526558062,-0.06302616133820438,-0.6735379640988448,-0.05783241977922904,-0.004512695756403229,-0.08602169140838511
2005-08-02,-6.597070176352066,0.4811184565584602,-0.18793955385900385,-0.03551980581828307,-0.0006438802546639977,-0.07006516390739392,-0.6658082385047516,-0.05459086677147784,-0.05000132803248647,-0.14567302469271115
2005-08-03,-6.585044156931643,0.3959399768767712,-0.27705206233479607,0.028772705216658867,-0.03459040803260294,-0.0009644244407738256,-0.5443153508751384,-0.10316129237222915,-0.035925975612274286,-0.0648486380643225
2005-08-04,-6.579901293084984,0.4777629324920304,-0.12987835115075574,0.056833427139794335,-0.11389390593246507,-0.017637533671395644,-0.4997577316359997,-0.09252521020102256,-0.02973192740827102,0.007181291192232764
2005-08-05,-6.584101056185023,0.49576566170949865,-0.051515849185475915,0.02169205800391527,-0.057376481621889575,-0.020303038042851718,-0.5444407285394293,-0.0766440668377042,0.07964004128592261,-0.05400413379985436
2005-08-08,-6.589285675437331,0.5820128512962504,-0.04443971107640543,0.08096917561404471,-0.04640413325014947,-0.016362520230715827,-0.6030255659624095,-0.10538475247123058,0.2903937617903951,-0.15215677924981175
2005-08-09,-6.578306427357981,0.5288368987336588,-0.12339414213645372,0.1381710382307091,-0.042128008743829604,0.07047337668921383,-0.5264649881574758,-0.13420202905708445,0.31410576351425323,-0.21756041604098308
2005-08-10,-6.574230558305937,0.6451475020782013,0.0473410219354764,0.2543926414796296,-0.2157144265678741,0.003071729535310208,-0.4304277173322869,-0.15928370406760317,0.23191933492272776,-0.13270221691421347
2005-08-11,-6.556303277703545,0.48785924944499115,-0.04587583221479141,0.16240660542609975,-0.10132873802236908,0.052749516636231064,-0.46189038137802285,-0.2156051150634073,0.30065604170756677,-0.0870864175005438
2005-08-12,-6.541642593220416,0.39713427866786255,-0.024751591892752334,0.07260619742019037,-0.043126939640664386,0.011967608539073193,-0.5273618166443128,-0.2836278947378985,0.3410853953570445,-0.01310731895549877
2005-08-15,-6.514996614061813,0.2435949714956691,-0.12077782969521933,0.048989665686206774,0.00720431932699217,0.06545528973496362,-0.5199888184964354,-0.3972283764627149,0.38659801083278067,0.055833636108124196
