Close,Date,PLS_Component_1,PLS_Component_2,PLS_Component_3,PLS_Component_4,PLS_Component_5,PLS_Component_7,PLS_Component_8,PLS_Component_9,PLS_Component_10,PLS_Component_12,PLS_Component_13,PLS_Component_15,PLS_Component_16,PLS_Component_18,PLS_Component_19,PLS_Component_20,PLS_Component_22,PLS_Component_23
0.29870129870129875,2005-06-14,-2.61702250281134,-0.5812851773795816,-2.41660327206713,-1.1546891939847421,0.5845009046350732,-0.28121187949746507,-0.9299067987368786,-0.20503234236041887,0.4254872708401824,-0.0406257690945688,-0.319675826460673,0.4076179960157983,-0.4080960997650328,-0.013192670533571938,0.23494823798164965,-0.48687197800672766,-0.16435224886152028,0.07068397053583794
0.29870129870129875,2005-06-15,-2.8212375636634968,-0.33877866595956013,-2.330064697842865,-1.1859303699813848,0.6593030608467142,-0.20260422383544438,-0.8946850410263462,-0.2341359788959067,0.38495159361255193,0.006511517330236277,-0.40006973984791144,0.38733442413792285,-0.4163712394009577,0.018680248423052756,0.24039210063044364,-0.3660936606824153,-0.1673907871568935,0.0038341183758025324
0.29870129870129875,2005-06-16,-2.78880142701514,-0.342883416520794,-2.3527334355314293,-1.1205313959100056,0.6100093252940412,-0.20993462160337908,-0.8976356907384273,-0.24562028400221636,0.3975826438757398,0.03842765466363279,-0.33051990838116435,0.38559973867497566,-0.3814965771335094,-0.01782518411380153,0.18115218308640846,-0.30980065445448607,-0.23472755056343864,0.038092324359847565
0.29870129870129875,2005-06-17,-2.8350551511912854,-0.2712328103995836,-2.327116144202814,-1.0884339039339912,0.5624760467855894,-0.1402282218642474,-0.8780893658974102,-0.22952133651236073,0.3894697173515849,0.025828115463167572,-0.3321284287270457,0.37461685252247523,-0.4550309558245863,0.05481489711951242,0.16725534285331867,-0.3339687827285281,-0.17556596075141667,0.0017410196917541157
0.29870129870129875,2005-06-20,-2.7071958100283897,-0.42362968181870886,-2.430405337598563,-1.0589631518476759,0.5160803703571657,-0.23863661599959843,-0.8250976748643244,-0.2090111897147401,0.39172366923633567,-0.005419762656039134,-0.29866434936107183,0.44973934317866027,-0.4325017823153253,-0.08926278459559174,0.2500751122496515,-0.32923739714391437,-0.22310028140000926,0.03390542832664652
0.29870129870129875,2005-06-21,-2.6069785955807943,-0.572655400653366,-2.412105122417943,-1.1504023334008349,0.5530364413144344,-0.2030543585958194,-0.8931292895404348,-0.1805143149807925,0.4101533088142122,-0.06052068395107142,-0.3939228150513617,0.42073273012912615,-0.48136524630829036,-0.0078028091872655555,0.27652445036539625,-0.47401828048408934,-0.12431237025873998,-0.0002508630788630381
0.29870129870129875,2005-06-22,-2.7217122345005222,-0.4064414162848049,-2.3612605723378035,-1.143240777288521,0.575123588509326,-0.1899853906637274,-0.8770966092684852,-0.21707296773766208,0.38895620551497545,0.013539407240320017,-0.44614821516679964,0.3827493634870254,-0.3876120645297464,-0.014720761178242461,0.19127043436054636,-0.3856466842841724,-0.16663059863248225,0.022750966641030074
0.2922077922077922,2005-06-23,-2.851389554824732,-0.23490093985531313,-2.30955953701303,-1.0960154627130072,0.5656119911506206,-0.1437569611139674,-0.8538000031970938,-0.2662698702836486,0.38379509755743907,0.030916496378914277,-0.35937815960622704,0.36718981358274405,-0.44115634635908196,0.008975316746090855,0.18170462161340312,-0.36126939697635213,-0.16098540586745086,0.014060987927856844
0.28571428571428575,2005-06-24,-2.83868008356967,-0.23974930127790534,-2.328991246173395,-1.0791769694563575,0.5345785995815494,-0.18778810818301,-0.8385036590898847,-0.25934572377822024,0.37244406135068975,0.02853024727153025,-0.41083271684073447,0.3376591039168424,-0.4383368655199136,0.048378600168855146,0.13530504207096766,-0.3062142989170727,-0.14090151000069617,0.04345981308581469
0.28571428571428575,2005-06-27,-2.7438061349880214,-0.35508584438196156,-2.408645298929016,-1.038410045976337,0.49022667042826995,-0.22249422042173125,-0.7656123804315805,-0.3230630574177394,0.37301711894902767,-0.011608968021274785,-0.3724505719832956,0.37039498484989897,-0.4165537039737921,-0.08501031723108439,0.22723504860056715,-0.35255850674115136,-0.18177694911806863,0.04098766541094394
0.2922077922077922,2005-06-28,-2.6008919314552132,-0.5631972052080534,-2.4287003318542464,-1.1373329580621927,0.5346001535482451,-0.2007029085655981,-0.8654331495601693,-0.23148385629319218,0.39954552495203144,-0.05005910957399359,-0.46944088676490686,0.35575203528049126,-0.47362165062933526,-0.003756645260408667,0.22396159971394003,-0.4145026117021889,-0.118569567771097,0.029918194923098648
0.2922077922077922,2005-06-29,-2.672405657302999,-0.463622105105185,-2.4112879744722324,-1.1254186090855922,0.5531558252301286,-0.23925923785970757,-0.8330769800010694,-0.2185702922664371,0.3770776253603437,-0.01707956827347959,-0.38524923456189436,0.34532446357604607,-0.42172586432806236,-0.07505519541683996,0.23420276831910053,-0.4051274003454099,-0.14765551708787023,0.07546896366100067
0.28571428571428575,2005-06-30,-2.60225662052054,-0.4413728337071663,-2.613467801338247,-1.1221371599847996,0.6031288159742637,-0.09406442136156584,-1.5747056725723125,-0.5445678719469644,0.12476589128691219,-0.3258712576351278,0.050577794638125964,-1.155022527339927,0.27583139620868935,-0.11867732073166036,-0.11747606138076923,-0.12921159204142385,-0.4982895008283142,-0.7663631258352717
0.2922077922077922,2005-07-01,-2.7653217777577868,-0.3431943448301059,-2.3975876937794167,-1.098166849883438,0.5593641673523367,-0.2670298590136251,-0.7706658961728748,-0.2606908320114031,0.35227456053758327,-0.02145833274379419,-0.36472764772431815,0.3061369767485046,-0.43907790069455255,-0.051956284784312204,0.1936482648216899,-0.3581341513723176,-0.12246689912605338,0.11462508103976614
0.2922077922077922,2005-07-05,-2.7324215089271773,-0.3817859517568241,-2.424378618048305,-1.060558361152964,0.50039495476601,-0.21168930278750545,-0.7235103453114325,-0.2822730648516489,0.3499631023529243,-0.06813911808425561,-0.31511486246768944,0.3318964340923002,-0.4697701358525488,-0.0887875073851911,0.224845098141503,-0.42474394965906287,-0.09421974422908358,0.07002680177623449
0.2922077922077922,2005-07-06,-2.6541593180247838,-0.5154554274072393,-2.4162145501178114,-1.1711765311809457,0.5859448476066087,-0.22993837063271746,-0.8588222810353068,-0.2413020653651055,0.3812374991915988,-0.06330092580748388,-0.4215148696047411,0.2936792828947421,-0.5033197839240262,-0.009748424401094425,0.23487164494431317,-0.3861633012676767,-0.07940646599411749,0.05605401981113088
0.2922077922077922,2005-07-07,-2.9427725257087536,-0.15233121007946138,-2.300341355993213,-1.1578934669205327,0.67960288075105,-0.14276618281889844,-0.7965944262205159,-0.38434290196239146,0.35713005554463473,0.002424189860553899,-0.4412937861130028,0.2735815829359872,-0.5033570896603345,-0.0006564618764894176,0.16956338668839016,-0.2736964087303881,-0.1048423027608755,0.06880932644388096
0.29870129870129875,2005-07-08,-2.841753744594999,-0.26031169618062405,-2.3706524578792627,-1.1245674519919107,0.6199507729546062,-0.23299210338751483,-0.7293795975553492,-0.2985629528215599,0.3363163468709611,-0.03870009976009234,-0.36290865701681335,0.30249564685247854,-0.4528633967149883,-0.055304882250633194,0.2025530070325824,-0.34395888983270023,-0.09179012513514379,0.1137687138079474
0.3051948051948052,2005-07-11,-2.719926126477242,-0.38001004067569977,-2.403988332588918,-1.0773407668238992,0.5498139499684965,-0.17370866602794385,-0.7609305885878119,-0.29789745874588225,0.3691887799346435,-0.034443985555722284,-0.35690031981893916,0.327442393351038,-0.4191029993431449,-0.08076130996603477,0.1613173331866607,-0.42929196229437766,-0.1331028781432086,0.0963986186687627
0.3051948051948052,2005-07-12,-2.7017001058020997,-0.40126392772660013,-2.433002521812188,-1.0496264367671302,0.5311194383064808,-0.12601949124049236,-0.7073841202685769,-0.3325723003566975,0.3681098249210304,-0.08728292207032952,-0.30805076513988666,0.3124236901012175,-0.4893030781120309,-0.08845907026306506,0.16574504138730684,-0.4210046824466069,-0.08483758616649512,0.10422761181320966
0.3051948051948052,2005-07-13,-2.551944372257711,-0.6025075057947517,-2.439264181722467,-1.1182285304556807,0.5425674629952041,-0.16869317189748353,-0.8952925106488409,-0.25983219807368196,0.4294117435365243,-0.04986370035681456,-0.40995792905088374,0.30451213359291396,-0.45770108069112103,-0.011631822705512383,0.10611575427036474,-0.47151113204088313,-0.10942145152160454,0.10291738099256716
0.31168831168831174,2005-07-14,-2.819087782975041,-0.2793917397058689,-2.3415229131574393,-1.1610604334632504,0.6515235759503724,-0.16320119431408647,-0.7802669251907286,-0.25828402642653386,0.3619779837363423,-0.03532303675248086,-0.34948122251184216,0.2963105022570989,-0.4387374360980232,-0.029127947897981205,0.13104032411025007,-0.41414118465659316,-0.04349048107477585,0.14446694080550326
0.31168831168831174,2005-07-15,-2.7555515223884157,-0.3265197686590346,-2.366226954591203,-1.1020010270842933,0.5840224249742475,-0.11042589008545656,-0.7438422927605072,-0.28536934084146537,0.362394094824284,-0.04125244898367239,-0.3634882207334828,0.3303773229484882,-0.4236141531166039,-0.07564283676948678,0.1463662266667416,-0.432815693847506,-0.08660992109628289,0.09172202761605128
0.3051948051948052,2005-07-18,-2.7093482749376796,-0.3467328540037884,-2.3452535965723076,-1.080657330297617,0.4987397062729133,-0.09581831161942958,-0.7540386790557839,-0.24976903514410553,0.3480954609496479,-0.04827545355708071,-0.3724887328692555,0.3043969770998204,-0.43051395155976946,-0.012343454300647273,0.1433401140705352,-0.4782313452555115,-0.04613712809966658,0.035329270960797965
0.31168831168831174,2005-07-19,-2.7261040772819207,-0.3406788503095142,-2.3589836086742304,-1.0493324901020047,0.4773352374298564,-0.062261421496537385,-0.7475108861395348,-0.24367761729868176,0.35870399895329763,-0.09721488074374847,-0.2978655422662884,0.2904689448083355,-0.5444567786643912,0.05925369736289548,0.13582801465817612,-0.46372046467729494,0.02264692620640084,0.035490307647477404
0.31168831168831174,2005-07-20,-2.674898201072496,-0.4273454501453753,-2.3329558408739737,-1.1577693139462,0.5608949336454228,-0.14799823534726703,-0.9004000967365512,-0.22381696320161917,0.3870200298822032,-0.042416188676556804,-0.41199988786132996,0.25712573645855974,-0.486024180788479,0.0825841856864837,0.12064463335482867,-0.48062298847366103,-0.017936383440391904,0.06769791856663354
0.3051948051948052,2005-07-21,-2.9175118919174485,-0.1312381580084657,-2.2476057682173622,-1.1820830884710463,0.7075265067963762,-0.07891948876078217,-0.7573305911723228,-0.342405400234137,0.34211179138054215,-0.024147808443278546,-0.41606931485718307,0.24165695813515392,-0.4872815836886992,-0.010178789051964217,0.16063586282974013,-0.40335171237400386,-0.006498254809893647,0.10191666511256577
0.31168831168831174,2005-07-22,-2.7120956765379014,-0.3250062357814907,-2.3185152815926693,-1.0835773783534963,0.5078130505175564,-0.061790337380727166,-0.7487329670606621,-0.24475158492320936,0.3455020845464937,-0.05201046513385418,-0.3646883314110309,0.26990542550069885,-0.43764876150979104,0.010797887630725438,0.12367201519267801,-0.4934030869492851,-0.006790700977254663,0.04474494078193278
0.31168831168831174,2005-07-25,-2.658995543625157,-0.38585582521347933,-2.344672463134541,-1.0846037885097715,0.5273454683590997,-0.10308073602340465,-0.7533907290507487,-0.26459716231218255,0.35584485553293527,-0.0653640299600798,-0.3435848852336581,0.27266373630801277,-0.45844496137655166,-0.012090353693554335,0.12228584601342524,-0.44576700287525967,-0.02516219068338062,0.0792633419657577
0.31168831168831174,2005-07-26,-2.5782659221343525,-0.48297974327825777,-2.3823625585040378,-1.030408577818868,0.44202929998894847,-0.09566048823146181,-0.799901355677714,-0.2544380192252319,0.3896500911747614,-0.09173331815323917,-0.3105444997793331,0.2368034203255429,-0.4788686884778999,0.08484749707021076,0.035993578528884296,-0.5200630297457262,0.016777980351065744,0.09561617447379424
0.31168831168831174,2005-07-27,-2.5003416297317487,-0.6030272112542694,-2.386824252121201,-1.1440991067395754,0.5530208568688179,-0.23039516731144696,-0.9134865194836432,-0.21656341121807104,0.41791453722833766,-0.049041552180723175,-0.39435459948200186,0.27979503239222114,-0.39431992919407344,0.01570960192147307,0.07551907292769693,-0.5228925964018674,-0.0559750576665107,0.15789834111665457
