Close,PLS_Component_1,PLS_Component_2,PLS_Component_3,PLS_Component_4,PLS_Component_5,PLS_Component_6,PLS_Component_7,PLS_Component_8,PLS_Component_9,PLS_Component_10,PLS_Component_11,PLS_Component_12,PLS_Component_14,PLS_Component_15
1.0,0.9950744180618298,0.9895369534840281,-0.5014576729935517,0.057854693506470364,-0.3106611963535669,-0.06436235902063007,-0.33036938686262585,-0.5327586841760708,0.2836666991369943,0.5087233656499803,0.3374571297854036,-0.08009054409437759,0.07984157960927854,-0.11675192072910329
0.9950744180618298,1.0,0.9958325139122024,-0.5141710785009334,0.0667256117884851,-0.36272858117171464,-0.07187689320033655,-0.31852729092599025,-0.5365746063889684,0.2780283475883894,0.5177918456999979,0.3813290740613437,-0.07489170369586702,0.0859297680590649,-0.11162028168034559
0.9895369534840281,0.9958325139122024,1.0,-0.5900558754390641,0.14320733062331323,-0.36815093902300405,-0.044794493448463,-0.3919795981503888,-0.5274238913078991,0.22068546326996288,0.5382385012988483,0.3893996522534541,-0.05062646121926482,0.11217370688472651,-0.12118229897238066
-0.5014576729935517,-0.5141710785009334,-0.5900558754390641,1.0,-0.7768027062056484,0.21328451287960135,-0.19715882640298496,0.8821809482246293,0.1970074425086536,0.38719024086359144,-0.44583405029365714,-0.25824240136717297,-0.18418147548175648,-0.28720528925362915,0.12769159030517527
0.057854693506470364,0.0667256117884851,0.14320733062331323,-0.7768027062056484,1.0,-0.049675149438517634,-0.06567296107284672,-0.692166081024354,0.32150672215715026,-0.4187454059772516,-0.17736844204672536,0.11008989097022263,0.3501190615319802,0.1547915529993708,0.18684462384268402
-0.3106611963535669,-0.36272858117171464,-0.36815093902300405,0.21328451287960135,-0.049675149438517634,1.0,0.3944291702417389,-0.2496256862284956,0.08495755280849945,-0.003402168977989578,-0.217780149036766,-0.5390186940400052,-0.2399235532224791,-0.0004896408223886352,-0.06697813017602383
-0.06436235902063007,-0.07187689320033655,-0.044794493448463,-0.19715882640298496,-0.06567296107284672,0.3944291702417389,1.0,-0.46014515372154324,-0.11294697158955855,0.10981029772350169,0.6009675009425222,0.09211850796112586,0.0486291899543178,0.2150422349575912,-0.7614710625743497
-0.33036938686262585,-0.31852729092599025,-0.3919795981503888,0.8821809482246293,-0.692166081024354,-0.2496256862284956,-0.46014515372154324,1.0,0.16758777585778523,0.3763049408319909,-0.4351994746889024,0.03903497645216029,-0.09912446865550396,-0.305542136482337,0.2543004119755073
-0.5327586841760708,-0.5365746063889684,-0.5274238913078991,0.1970074425086536,0.32150672215715026,0.08495755280849945,-0.11294697158955855,0.16758777585778523,1.0,0.1909572046861226,-0.6030795401587818,-0.19614475177075552,0.7763571814576289,-0.24603715595083026,-0.11413884014736737
0.2836666991369943,0.2780283475883894,0.22068546326996288,0.38719024086359144,-0.4187454059772516,-0.003402168977989578,0.10981029772350169,0.3763049408319909,0.1909572046861226,1.0,0.004919020295812907,0.11126727351740559,0.21200291374021685,-0.1492606277363299,-0.3643173935244617
0.5087233656499803,0.5177918456999979,0.5382385012988483,-0.44583405029365714,-0.17736844204672536,-0.217780149036766,0.6009675009425222,-0.4351994746889024,-0.6030795401587818,0.004919020295812907,1.0,0.1930175061349052,-0.061128747152986704,0.26127020995058753,-0.6335271687522349
0.3374571297854036,0.3813290740613437,0.3893996522534541,-0.25824240136717297,0.11008989097022263,-0.5390186940400052,0.09211850796112586,0.03903497645216029,-0.19614475177075552,0.11126727351740559,0.1930175061349052,1.0,-0.01183804735329455,0.05117997657146182,-0.019021291048598732
-0.08009054409437759,-0.07489170369586702,-0.05062646121926482,-0.18418147548175648,0.3501190615319802,-0.2399235532224791,0.0486291899543178,-0.09912446865550396,0.7763571814576289,0.21200291374021685,-0.061128747152986704,-0.01183804735329455,1.0,-0.15279108890312473,-0.49565830987222836
0.07984157960927854,0.0859297680590649,0.11217370688472651,-0.28720528925362915,0.1547915529993708,-0.0004896408223886352,0.2150422349575912,-0.305542136482337,-0.24603715595083026,-0.1492606277363299,0.26127020995058753,0.05117997657146182,-0.15279108890312473,1.0,-0.04322350659758406
-0.11675192072910329,-0.11162028168034559,-0.12118229897238066,0.12769159030517527,0.18684462384268402,-0.06697813017602383,-0.7614710625743497,0.2543004119755073,-0.11413884014736737,-0.3643173935244617,-0.6335271687522349,-0.019021291048598732,-0.49565830987222836,-0.04322350659758406,1.0



