,Close,PLS_Component_1,PLS_Component_2,PLS_Component_3,PLS_Component_4,PLS_Component_6
0,0.34848484848484856,-3.5751264577680995,-0.016782951093324852,0.07745640669470633,-1.8817256257357995,-1.165826332440264
1,0.34848484848484856,-3.6757155988225105,0.07416245915841375,0.033113558524267984,-1.7816733800847644,-1.1334117325752138
2,0.34848484848484856,-3.64670751382318,0.0705010319066157,0.09029388961203641,-1.7106687368250062,-1.0987919353347395
3,0.34848484848484856,-3.647856571842046,0.05722064860376115,0.15328389143068877,-1.7028695947640613,-1.0786049806291926
4,0.34848484848484856,-3.6309946065431364,0.01693940482474777,0.2215463246930655,-1.7274273749300608,-1.0810048626222084
5,0.34848484848484856,-3.556338583976596,-0.030449380790992117,0.08758259610549812,-1.8793267624931502,-1.1645171267761005
6,0.34848484848484856,-3.6069285729959883,0.033801924321671215,0.07274001811671627,-1.7832437702825332,-1.129638279789867
7,0.3409090909090909,-3.644009194716343,0.0621107737630535,0.13974590505870915,-1.7012957951795389,-1.076718496937907
8,0.3333333333333333,-3.6546209691681963,0.05042096601654812,0.17741251277839148,-1.7253334872133361,-1.0743530419849618
9,0.3333333333333333,-3.6554439004985504,0.02182694108007639,0.2368105894761653,-1.719481286260131,-1.0705085802747287
10,0.3409090909090909,-3.5781076766968813,-0.03436528818395583,0.10627617152179444,-1.8852650076081907,-1.1646721927489292
11,0.3409090909090909,-3.602698962085062,0.008784792437485044,0.1270385856061429,-1.789944972404542,-1.1235221498825305
12,0.3333333333333333,-3.7866283664189844,0.1480803502152914,-0.028334374715269197,-1.6666076500255178,-1.1662203582179151
13,0.3409090909090909,-3.6660941203353867,0.05117657167013555,0.16905227681687068,-1.7338012077715939,-1.0798079536841079
14,0.3409090909090909,-3.6744358030413866,0.04975172267717605,0.2086937777563843,-1.7025644282192973,-1.05929122474487
15,0.3409090909090909,-3.6147497659156342,0.004708707445387104,0.07774060404253424,-1.8427975440129123,-1.1515817612476662
16,0.3409090909090909,-3.7444172016970683,0.11697433636059926,0.07014475437116219,-1.696834996216899,-1.0793020936492148
17,0.34848484848484856,-3.7049699681226214,0.09067888037705628,0.1454923326597674,-1.6859366187045168,-1.0610911766624476
18,0.35606060606060613,-3.6243489139506777,0.030259074996638314,0.1686286245719636,-1.7237367330653879,-1.079947961053241
19,0.35606060606060613,-3.632858940982714,0.02831672318789381,0.20885833187513125,-1.6855174510262299,-1.0576183811699267
20,0.35606060606060613,-3.522527741635524,-0.050297004608505044,0.10316266908089636,-1.8616374123647152,-1.158754519459146
21,0.3636363636363637,-3.6387319374062597,0.07768987916934554,0.0976978248723695,-1.6945500216901292,-1.075395675047329
22,0.3636363636363637,-3.606091902514074,0.045461163991241324,0.1361044100635751,-1.6893469579128653,-1.073397296342354
23,0.35606060606060613,-3.5392324289892176,0.011157194727277647,0.1618012124101238,-1.718322370947246,-1.0739581650916443
24,0.3636363636363637,-3.5502485410534077,-0.0002898253437470701,0.23033438537388679,-1.6946120837698244,-1.0501974676724626
25,0.3636363636363637,-3.504959940841785,-0.02374804924544051,0.07812919544742722,-1.8338299266811993,-1.1381190497382614
26,0.35606060606060613,-3.6120288863546843,0.0954699317806326,0.045591261550422,-1.6634794093650855,-1.0711925275231164
27,0.3636363636363637,-3.4968389687798775,0.01879595089038689,0.14749762758118923,-1.687306982170103,-1.059319600242702
28,0.3636363636363637,-3.4586972030851815,0.0069452495248140496,0.1472431980677858,-1.6931994497719631,-1.0579387654585728
29,0.3636363636363637,-3.4251923387997842,-0.04978298450424269,0.21452565355135078,-1.7474673938515737,-1.0647982393592264
30,0.3636363636363637,-3.3691917117615002,-0.07306240820993393,0.07064269215266072,-1.8700701959352675,-1.1453430669631888
31,0.37121212121212127,-3.4482651015799197,0.029559934003705778,0.0925418378605963,-1.6981872925463017,-1.0613017562610199
32,0.3636363636363637,-3.4248364518797145,0.027682901013015498,0.13471733236283556,-1.655048389828948,-1.0291963230180818
33,0.3636363636363637,-3.3373916198487867,-0.04112728104430552,0.18003658509618758,-1.707165081594708,-1.0466624787709837
34,0.37121212121212127,-3.338161147230493,-0.06440271347288959,0.20189727255567702,-1.7559464027952274,-1.0586683506203463
35,0.37121212121212127,-3.2390460470303797,-0.1135238169923191,0.09379965944845775,-1.8669861336285898,-1.1332915741952587
36,0.3636363636363637,-3.3431382808951837,0.00153916183483883,0.07137180550390923,-1.6999261894288993,-1.0620204328579432
37,0.3636363636363637,-3.3178779987848124,-0.02186431748669211,0.1495593633008649,-1.680331695047459,-1.0344363709436428
38,0.35606060606060613,-3.2315545485161037,-0.0718666024164139,0.14133564582825214,-1.73189057965782,-1.0585596418989254
39,0.3636363636363637,-3.2042372031700963,-0.09993393167204842,0.11071544960046369,-1.797357068982837,-1.0901203169090616
40,0.3636363636363637,-3.188901741092498,-0.06577704655207678,-0.03451069728855305,-1.8153152484960036,-1.1271590079148512
41,0.3636363636363637,-3.223211351591559,-0.012249089252823184,0.05022813601969713,-1.6849679703673153,-1.0463671195697635
42,0.3636363636363637,-3.1836873805566293,-0.04456523454787033,0.08586913913489752,-1.7046559715674658,-1.0453473369401198
43,0.3636363636363637,-3.0678035591386683,-0.12227624741287997,0.13061944174773465,-1.7733310684975312,-1.064709501676544
44,0.35606060606060613,-3.1457319320496575,-0.06735323929067533,0.0285991290806422,-1.780868268995391,-1.0834215580137416
45,0.35606060606060613,-3.0938820116076657,-0.06305714154867366,-0.06881887421252209,-1.7950471348282475,-1.1150011826009487
